Date,Country,Channel,Brand,SKU,Actual_Units,Forecast_Units
2023-02-02,IT,Retail,NutriBox,NB-MC-001,78,89
2023-02-03,IT,Retail,NutriBox,NB-MC-001,63,64
2023-02-04,IT,Retail,NutriBox,NB-MC-001,94,89
2023-02-05,IT,Retail,NutriBox,NB-MC-001,80,86
2023-02-06,IT,Retail,NutriBox,NB-MC-001,85,80
2023-02-07,IT,Retail,NutriBox,NB-MC-001,84,91
2023-02-08,IT,Retail,NutriBox,NB-MC-001,86,78
2023-02-09,IT,Retail,NutriBox,NB-MC-001,58,64
2023-02-10,IT,Retail,NutriBox,NB-MC-001,82,68
2023-02-11,IT,Retail,NutriBox,NB-MC-001,82,76
2023-02-12,IT,Retail,NutriBox,NB-MC-001,77,87
2023-02-13,IT,Retail,NutriBox,NB-MC-001,72,76
2023-02-14,IT,Retail,NutriBox,NB-MC-001,97,90
2023-02-15,IT,Retail,NutriBox,NB-MC-001,116,118
2023-02-16,IT,Retail,NutriBox,NB-MC-001,95,78
2023-02-17,IT,Retail,NutriBox,NB-MC-001,96,94
2023-02-18,IT,Retail,NutriBox,NB-MC-001,116,114
2023-02-19,IT,Retail,NutriBox,NB-MC-001,111,108
2023-02-20,IT,Retail,NutriBox,NB-MC-001,112,108
2023-02-21,IT,Retail,NutriBox,NB-MC-001,89,101
2023-02-22,IT,Retail,NutriBox,NB-MC-001,92,81
2023-02-23,IT,Retail,NutriBox,NB-MC-001,98,95
2023-02-24,IT,Retail,NutriBox,NB-MC-001,112,116
2023-02-25,IT,Retail,NutriBox,NB-MC-001,68,69
2023-02-26,IT,Retail,NutriBox,NB-MC-001,62,82
2023-02-27,IT,Retail,NutriBox,NB-MC-001,64,66
2023-02-28,IT,Retail,NutriBox,NB-MC-001,76,83
2023-03-01,IT,Retail,NutriBox,NB-MC-001,103,94
2023-03-02,IT,Retail,NutriBox,NB-MC-001,73,84
2023-03-03,IT,Retail,NutriBox,NB-MC-001,116,127
2023-03-04,IT,Retail,NutriBox,NB-MC-001,35,52
2023-03-05,IT,Retail,NutriBox,NB-MC-001,112,109
2023-03-06,IT,Retail,NutriBox,NB-MC-001,77,72
2023-03-07,IT,Retail,NutriBox,NB-MC-001,98,106
2023-03-08,IT,Retail,NutriBox,NB-MC-001,78,76
2023-03-09,IT,Retail,NutriBox,NB-MC-001,103,96
2023-03-10,IT,Retail,NutriBox,NB-MC-001,90,87
2023-03-11,IT,Retail,NutriBox,NB-MC-001,83,79
2023-03-12,IT,Retail,NutriBox,NB-MC-001,94,101
2023-03-13,IT,Retail,NutriBox,NB-MC-001,100,98
2023-03-14,IT,Retail,NutriBox,NB-MC-001,109,103
2023-03-15,IT,Retail,NutriBox,NB-MC-001,92,105
2023-03-16,IT,Retail,NutriBox,NB-MC-001,52,65
2023-03-17,IT,Retail,NutriBox,NB-MC-001,109,81
2023-03-18,IT,Retail,NutriBox,NB-MC-001,125,101
2023-03-19,IT,Retail,NutriBox,NB-MC-001,92,90
2023-03-20,IT,Retail,NutriBox,NB-MC-001,109,108
2023-03-21,IT,Retail,NutriBox,NB-MC-001,67,69
2023-03-22,IT,Retail,NutriBox,NB-MC-001,106,115
2023-03-23,IT,Retail,NutriBox,NB-MC-001,87,84
2023-03-24,IT,Retail,NutriBox,NB-MC-001,96,91
2023-03-25,IT,Retail,NutriBox,NB-MC-001,62,76
2023-03-26,IT,Retail,NutriBox,NB-MC-001,63,96
2023-03-27,IT,Retail,NutriBox,NB-MC-001,73,78
2023-03-28,IT,Retail,NutriBox,NB-MC-001,109,115
2023-03-29,IT,Retail,NutriBox,NB-MC-001,70,61
2023-03-30,IT,Retail,NutriBox,NB-MC-001,47,69
2023-03-31,IT,Retail,NutriBox,NB-MC-001,97,114
2023-04-01,IT,Retail,NutriBox,NB-MC-001,65,66
2023-04-02,IT,Retail,NutriBox,NB-MC-001,121,111
2023-04-03,IT,Retail,NutriBox,NB-MC-001,81,83
2023-04-04,IT,Retail,NutriBox,NB-MC-001,89,83
2023-04-05,IT,Retail,NutriBox,NB-MC-001,58,62
2023-04-06,IT,Retail,NutriBox,NB-MC-001,114,126
2023-04-07,IT,Retail,NutriBox,NB-MC-001,80,72
2023-04-08,IT,Retail,NutriBox,NB-MC-001,92,88
2023-04-09,IT,Retail,NutriBox,NB-MC-001,102,113
2023-04-10,IT,Retail,NutriBox,NB-MC-001,60,73
2023-04-11,IT,Retail,NutriBox,NB-MC-001,87,79
2023-04-12,IT,Retail,NutriBox,NB-MC-001,102,128
2023-04-13,IT,Retail,NutriBox,NB-MC-001,67,59
2023-04-14,IT,Retail,NutriBox,NB-MC-001,96,85
2023-04-15,IT,Retail,NutriBox,NB-MC-001,69,55
2023-04-16,IT,Retail,NutriBox,NB-MC-001,86,88
2023-04-17,IT,Retail,NutriBox,NB-MC-001,82,90
2023-04-18,IT,Retail,NutriBox,NB-MC-001,53,60
2023-04-19,IT,Retail,NutriBox,NB-MC-001,84,88
2023-04-20,IT,Retail,NutriBox,NB-MC-001,63,59
2023-04-21,IT,Retail,NutriBox,NB-MC-001,112,105
2023-04-22,IT,Retail,NutriBox,NB-MC-001,69,79
2023-04-23,IT,Retail,NutriBox,NB-MC-001,129,118
2023-04-24,IT,Retail,NutriBox,NB-MC-001,84,84
2023-04-25,IT,Retail,NutriBox,NB-MC-001,98,91
2023-04-26,IT,Retail,NutriBox,NB-MC-001,104,99
2023-04-27,IT,Retail,NutriBox,NB-MC-001,67,80
2023-04-28,IT,Retail,NutriBox,NB-MC-001,90,97
2023-04-29,IT,Retail,NutriBox,NB-MC-001,53,58
2023-04-30,IT,Retail,NutriBox,NB-MC-001,72,59
2023-05-01,IT,Retail,NutriBox,NB-MC-001,91,99
2023-05-02,IT,Retail,NutriBox,NB-MC-001,98,94
2023-05-03,IT,Retail,NutriBox,NB-MC-001,55,53
2023-05-04,IT,Retail,NutriBox,NB-MC-001,88,109
2023-05-05,IT,Retail,NutriBox,NB-MC-001,76,60
2023-05-06,IT,Retail,NutriBox,NB-MC-001,84,91
2023-05-07,IT,Retail,NutriBox,NB-MC-001,101,96
2023-05-08,IT,Retail,NutriBox,NB-MC-001,89,78
2023-05-09,IT,Retail,NutriBox,NB-MC-001,94,79
2023-05-10,IT,Retail,NutriBox,NB-MC-001,99,108
2023-05-11,IT,Retail,NutriBox,NB-MC-001,73,75
2023-05-12,IT,Retail,NutriBox,NB-MC-001,74,68
2023-05-13,IT,Retail,NutriBox,NB-MC-001,91,96
2023-05-14,IT,Retail,NutriBox,NB-MC-001,79,70
2023-05-15,IT,Retail,NutriBox,NB-MC-001,81,78
2023-05-16,IT,Retail,NutriBox,NB-MC-001,90,87
2023-05-17,IT,Retail,NutriBox,NB-MC-001,63,76
2023-05-18,IT,Retail,NutriBox,NB-MC-001,83,104
2023-05-19,IT,Retail,NutriBox,NB-MC-001,86,112
2023-05-20,IT,Retail,NutriBox,NB-MC-001,88,98
2023-05-21,IT,Retail,NutriBox,NB-MC-001,101,97
2023-05-22,IT,Retail,NutriBox,NB-MC-001,109,115
2023-05-23,IT,Retail,NutriBox,NB-MC-001,84,90
2023-05-24,IT,Retail,NutriBox,NB-MC-001,73,81
2023-05-25,IT,Retail,NutriBox,NB-MC-001,112,98
2023-05-26,IT,Retail,NutriBox,NB-MC-001,105,91
2023-05-27,IT,Retail,NutriBox,NB-MC-001,81,86
2023-05-28,IT,Retail,NutriBox,NB-MC-001,74,97
2023-05-29,IT,Retail,NutriBox,NB-MC-001,73,79
2023-05-30,IT,Retail,NutriBox,NB-MC-001,76,99
2023-05-31,IT,Retail,NutriBox,NB-MC-001,93,83
2023-06-01,IT,Retail,NutriBox,NB-MC-001,137,118
2023-06-02,IT,Retail,NutriBox,NB-MC-001,115,128
2023-06-03,IT,Retail,NutriBox,NB-MC-001,151,166
2023-06-04,IT,Retail,NutriBox,NB-MC-001,150,131
2023-06-05,IT,Retail,NutriBox,NB-MC-001,129,118
2023-06-06,IT,Retail,NutriBox,NB-MC-001,109,114
2023-06-07,IT,Retail,NutriBox,NB-MC-001,134,149
2023-06-08,IT,Retail,NutriBox,NB-MC-001,152,141
2023-06-09,IT,Retail,NutriBox,NB-MC-001,151,166
2023-06-10,IT,Retail,NutriBox,NB-MC-001,126,150
2023-06-11,IT,Retail,NutriBox,NB-MC-001,99,114
2023-06-12,IT,Retail,NutriBox,NB-MC-001,139,139
2023-06-13,IT,Retail,NutriBox,NB-MC-001,104,87
2023-06-14,IT,Retail,NutriBox,NB-MC-001,99,106
2023-06-15,IT,Retail,NutriBox,NB-MC-001,135,108
2023-06-16,IT,Retail,NutriBox,NB-MC-001,115,125
2023-06-17,IT,Retail,NutriBox,NB-MC-001,78,96
2023-06-18,IT,Retail,NutriBox,NB-MC-001,129,144
2023-06-19,IT,Retail,NutriBox,NB-MC-001,166,172
2023-06-20,IT,Retail,NutriBox,NB-MC-001,139,143
2023-06-21,IT,Retail,NutriBox,NB-MC-001,51,50
2023-06-22,IT,Retail,NutriBox,NB-MC-001,192,210
2023-06-23,IT,Retail,NutriBox,NB-MC-001,112,124
2023-06-24,IT,Retail,NutriBox,NB-MC-001,147,134
2023-06-25,IT,Retail,NutriBox,NB-MC-001,138,125
2023-06-26,IT,Retail,NutriBox,NB-MC-001,117,135
2023-06-27,IT,Retail,NutriBox,NB-MC-001,159,143
2023-06-28,IT,Retail,NutriBox,NB-MC-001,141,139
2023-06-29,IT,Retail,NutriBox,NB-MC-001,76,81
2023-06-30,IT,Retail,NutriBox,NB-MC-001,119,118
2023-07-01,IT,Retail,NutriBox,NB-MC-001,153,134
2023-07-02,IT,Retail,NutriBox,NB-MC-001,105,125
2023-07-03,IT,Retail,NutriBox,NB-MC-001,90,95
2023-07-04,IT,Retail,NutriBox,NB-MC-001,138,124
2023-07-05,IT,Retail,NutriBox,NB-MC-001,105,97
2023-07-06,IT,Retail,NutriBox,NB-MC-001,115,112
2023-07-07,IT,Retail,NutriBox,NB-MC-001,120,106
2023-07-08,IT,Retail,NutriBox,NB-MC-001,118,122
2023-07-09,IT,Retail,NutriBox,NB-MC-001,118,118
2023-07-10,IT,Retail,NutriBox,NB-MC-001,149,131
2023-07-11,IT,Retail,NutriBox,NB-MC-001,140,140
2023-07-12,IT,Retail,NutriBox,NB-MC-001,117,137
2023-07-13,IT,Retail,NutriBox,NB-MC-001,123,126
2023-07-14,IT,Retail,NutriBox,NB-MC-001,100,111
2023-07-15,IT,Retail,NutriBox,NB-MC-001,126,113
2023-07-16,IT,Retail,NutriBox,NB-MC-001,155,192
2023-07-17,IT,Retail,NutriBox,NB-MC-001,154,128
2023-07-18,IT,Retail,NutriBox,NB-MC-001,111,137
2023-07-19,IT,Retail,NutriBox,NB-MC-001,129,141
2023-07-20,IT,Retail,NutriBox,NB-MC-001,104,111
2023-07-21,IT,Retail,NutriBox,NB-MC-001,78,87
2023-07-22,IT,Retail,NutriBox,NB-MC-001,99,110
2023-07-23,IT,Retail,NutriBox,NB-MC-001,154,170
2023-07-24,IT,Retail,NutriBox,NB-MC-001,135,137
2023-07-25,IT,Retail,NutriBox,NB-MC-001,133,118
2023-07-26,IT,Retail,NutriBox,NB-MC-001,104,132
2023-07-27,IT,Retail,NutriBox,NB-MC-001,142,144
2023-07-28,IT,Retail,NutriBox,NB-MC-001,112,100
2023-07-29,IT,Retail,NutriBox,NB-MC-001,137,134
2023-07-30,IT,Retail,NutriBox,NB-MC-001,93,95
2023-07-31,IT,Retail,NutriBox,NB-MC-001,127,122
2023-08-01,IT,Retail,NutriBox,NB-MC-001,127,148
2023-08-02,IT,Retail,NutriBox,NB-MC-001,124,109
2023-08-03,IT,Retail,NutriBox,NB-MC-001,117,118
2023-08-04,IT,Retail,NutriBox,NB-MC-001,82,77
2023-08-05,IT,Retail,NutriBox,NB-MC-001,98,84
2023-08-06,IT,Retail,NutriBox,NB-MC-001,98,97
2023-08-07,IT,Retail,NutriBox,NB-MC-001,155,148
2023-08-08,IT,Retail,NutriBox,NB-MC-001,116,128
2023-08-09,IT,Retail,NutriBox,NB-MC-001,125,129
2023-08-10,IT,Retail,NutriBox,NB-MC-001,84,100
2023-08-11,IT,Retail,NutriBox,NB-MC-001,136,154
2023-08-12,IT,Retail,NutriBox,NB-MC-001,122,125
2023-08-13,IT,Retail,NutriBox,NB-MC-001,118,132
2023-08-14,IT,Retail,NutriBox,NB-MC-001,112,108
2023-08-15,IT,Retail,NutriBox,NB-MC-001,100,106
2023-08-16,IT,Retail,NutriBox,NB-MC-001,121,114
2023-08-17,IT,Retail,NutriBox,NB-MC-001,112,107
2023-08-18,IT,Retail,NutriBox,NB-MC-001,148,152
2023-08-19,IT,Retail,NutriBox,NB-MC-001,160,142
2023-08-20,IT,Retail,NutriBox,NB-MC-001,112,109
2023-08-21,IT,Retail,NutriBox,NB-MC-001,94,93
2023-08-22,IT,Retail,NutriBox,NB-MC-001,136,179
2023-08-23,IT,Retail,NutriBox,NB-MC-001,132,140
2023-08-24,IT,Retail,NutriBox,NB-MC-001,113,123
2023-08-25,IT,Retail,NutriBox,NB-MC-001,120,128
2023-08-26,IT,Retail,NutriBox,NB-MC-001,97,91
2023-08-27,IT,Retail,NutriBox,NB-MC-001,127,127
2023-08-28,IT,Retail,NutriBox,NB-MC-001,136,126
2023-08-29,IT,Retail,NutriBox,NB-MC-001,151,157
2023-08-30,IT,Retail,NutriBox,NB-MC-001,151,155
2023-08-31,IT,Retail,NutriBox,NB-MC-001,130,131
2023-09-01,IT,Retail,NutriBox,NB-MC-001,91,89
2023-09-02,IT,Retail,NutriBox,NB-MC-001,103,102
2023-09-03,IT,Retail,NutriBox,NB-MC-001,95,81
2023-09-04,IT,Retail,NutriBox,NB-MC-001,84,82
2023-09-05,IT,Retail,NutriBox,NB-MC-001,106,89
2023-09-06,IT,Retail,NutriBox,NB-MC-001,93,82
2023-09-07,IT,Retail,NutriBox,NB-MC-001,84,108
2023-09-08,IT,Retail,NutriBox,NB-MC-001,74,58
2023-09-09,IT,Retail,NutriBox,NB-MC-001,82,80
2023-09-10,IT,Retail,NutriBox,NB-MC-001,66,63
2023-09-11,IT,Retail,NutriBox,NB-MC-001,100,85
2023-09-12,IT,Retail,NutriBox,NB-MC-001,98,92
2023-09-13,IT,Retail,NutriBox,NB-MC-001,88,87
2023-09-14,IT,Retail,NutriBox,NB-MC-001,93,75
2023-09-15,IT,Retail,NutriBox,NB-MC-001,95,82
2023-09-16,IT,Retail,NutriBox,NB-MC-001,105,103
2023-09-17,IT,Retail,NutriBox,NB-MC-001,97,100
2023-09-18,IT,Retail,NutriBox,NB-MC-001,93,87
2023-09-19,IT,Retail,NutriBox,NB-MC-001,102,114
2023-09-20,IT,Retail,NutriBox,NB-MC-001,83,75
2023-09-21,IT,Retail,NutriBox,NB-MC-001,61,65
2023-09-22,IT,Retail,NutriBox,NB-MC-001,97,101
2023-09-23,IT,Retail,NutriBox,NB-MC-001,85,90
2023-09-24,IT,Retail,NutriBox,NB-MC-001,116,104
2023-09-25,IT,Retail,NutriBox,NB-MC-001,65,60
2023-09-26,IT,Retail,NutriBox,NB-MC-001,100,84
2023-09-27,IT,Retail,NutriBox,NB-MC-001,109,92
2023-09-28,IT,Retail,NutriBox,NB-MC-001,81,86
2023-09-29,IT,Retail,NutriBox,NB-MC-001,83,90
2023-09-30,IT,Retail,NutriBox,NB-MC-001,92,84
2023-10-01,IT,Retail,NutriBox,NB-MC-001,84,95
2023-10-02,IT,Retail,NutriBox,NB-MC-001,118,108
2023-10-03,IT,Retail,NutriBox,NB-MC-001,120,109
2023-10-04,IT,Retail,NutriBox,NB-MC-001,91,78
2023-10-05,IT,Retail,NutriBox,NB-MC-001,92,102
2023-10-06,IT,Retail,NutriBox,NB-MC-001,89,79
2023-10-07,IT,Retail,NutriBox,NB-MC-001,87,85
2023-10-08,IT,Retail,NutriBox,NB-MC-001,82,84
2023-10-09,IT,Retail,NutriBox,NB-MC-001,88,85
2023-10-10,IT,Retail,NutriBox,NB-MC-001,63,83
2023-10-11,IT,Retail,NutriBox,NB-MC-001,69,64
2023-10-12,IT,Retail,NutriBox,NB-MC-001,91,88
2023-10-13,IT,Retail,NutriBox,NB-MC-001,100,87
2023-10-14,IT,Retail,NutriBox,NB-MC-001,90,101
2023-10-15,IT,Retail,NutriBox,NB-MC-001,81,83
2023-10-16,IT,Retail,NutriBox,NB-MC-001,57,77
2023-10-17,IT,Retail,NutriBox,NB-MC-001,59,76
2023-10-18,IT,Retail,NutriBox,NB-MC-001,46,46
2023-10-19,IT,Retail,NutriBox,NB-MC-001,84,83
2023-10-20,IT,Retail,NutriBox,NB-MC-001,56,72
2023-10-21,IT,Retail,NutriBox,NB-MC-001,69,69
2023-10-22,IT,Retail,NutriBox,NB-MC-001,80,65
2023-10-23,IT,Retail,NutriBox,NB-MC-001,99,101
2023-10-24,IT,Retail,NutriBox,NB-MC-001,60,60
2023-10-25,IT,Retail,NutriBox,NB-MC-001,111,120
2023-10-26,IT,Retail,NutriBox,NB-MC-001,59,67
2023-10-27,IT,Retail,NutriBox,NB-MC-001,64,60
2023-10-28,IT,Retail,NutriBox,NB-MC-001,81,81
2023-10-29,IT,Retail,NutriBox,NB-MC-001,73,81
2023-10-30,IT,Retail,NutriBox,NB-MC-001,77,78
2023-10-31,IT,Retail,NutriBox,NB-MC-001,91,109
2023-11-01,IT,Retail,NutriBox,NB-MC-001,90,103
2023-11-02,IT,Retail,NutriBox,NB-MC-001,92,108
2023-11-03,IT,Retail,NutriBox,NB-MC-001,72,85
2023-11-04,IT,Retail,NutriBox,NB-MC-001,82,73
2023-11-05,IT,Retail,NutriBox,NB-MC-001,72,82
2023-11-06,IT,Retail,NutriBox,NB-MC-001,95,88
2023-11-07,IT,Retail,NutriBox,NB-MC-001,92,90
2023-11-08,IT,Retail,NutriBox,NB-MC-001,61,77
2023-11-09,IT,Retail,NutriBox,NB-MC-001,72,73
2023-11-10,IT,Retail,NutriBox,NB-MC-001,67,81
2023-11-11,IT,Retail,NutriBox,NB-MC-001,76,77
2023-11-12,IT,Retail,NutriBox,NB-MC-001,74,82
2023-11-13,IT,Retail,NutriBox,NB-MC-001,108,107
2023-11-14,IT,Retail,NutriBox,NB-MC-001,73,86
2023-11-15,IT,Retail,NutriBox,NB-MC-001,75,63
2023-11-16,IT,Retail,NutriBox,NB-MC-001,82,60
2023-11-17,IT,Retail,NutriBox,NB-MC-001,104,99
2023-11-18,IT,Retail,NutriBox,NB-MC-001,78,81
2023-11-19,IT,Retail,NutriBox,NB-MC-001,85,88
2023-11-20,IT,Retail,NutriBox,NB-MC-001,78,86
2023-11-21,IT,Retail,NutriBox,NB-MC-001,76,70
2023-11-22,IT,Retail,NutriBox,NB-MC-001,82,68
2023-11-23,IT,Retail,NutriBox,NB-MC-001,75,73
2023-11-24,IT,Retail,NutriBox,NB-MC-001,83,74
2023-11-25,IT,Retail,NutriBox,NB-MC-001,86,98
2023-11-26,IT,Retail,NutriBox,NB-MC-001,70,67
2023-11-27,IT,Retail,NutriBox,NB-MC-001,89,107
2023-11-28,IT,Retail,NutriBox,NB-MC-001,87,86
2023-11-29,IT,Retail,NutriBox,NB-MC-001,90,89
2023-11-30,IT,Retail,NutriBox,NB-MC-001,84,87
2023-12-01,IT,Retail,NutriBox,NB-MC-001,136,144
2023-12-02,IT,Retail,NutriBox,NB-MC-001,129,141
2023-12-03,IT,Retail,NutriBox,NB-MC-001,93,90
2023-12-04,IT,Retail,NutriBox,NB-MC-001,147,134
2023-12-05,IT,Retail,NutriBox,NB-MC-001,82,104
2023-12-06,IT,Retail,NutriBox,NB-MC-001,118,115
2023-12-07,IT,Retail,NutriBox,NB-MC-001,114,117
2023-12-08,IT,Retail,NutriBox,NB-MC-001,157,125
2023-12-09,IT,Retail,NutriBox,NB-MC-001,122,147
2023-12-10,IT,Retail,NutriBox,NB-MC-001,106,101
2023-12-11,IT,Retail,NutriBox,NB-MC-001,111,126
2023-12-12,IT,Retail,NutriBox,NB-MC-001,136,123
2023-12-13,IT,Retail,NutriBox,NB-MC-001,114,111
2023-12-14,IT,Retail,NutriBox,NB-MC-001,130,143
2023-12-15,IT,Retail,NutriBox,NB-MC-001,111,118
2023-12-16,IT,Retail,NutriBox,NB-MC-001,101,104
2023-12-17,IT,Retail,NutriBox,NB-MC-001,140,161
2023-12-18,IT,Retail,NutriBox,NB-MC-001,153,126
2023-12-19,IT,Retail,NutriBox,NB-MC-001,149,162
2023-12-20,IT,Retail,NutriBox,NB-MC-001,128,134
2023-12-21,IT,Retail,NutriBox,NB-MC-001,141,122
2023-12-22,IT,Retail,NutriBox,NB-MC-001,115,115
2023-12-23,IT,Retail,NutriBox,NB-MC-001,134,131
2023-12-24,IT,Retail,NutriBox,NB-MC-001,135,112
2023-12-25,IT,Retail,NutriBox,NB-MC-001,164,137
2023-12-26,IT,Retail,NutriBox,NB-MC-001,90,70
2023-12-27,IT,Retail,NutriBox,NB-MC-001,164,119
2023-12-28,IT,Retail,NutriBox,NB-MC-001,109,132
2023-12-29,IT,Retail,NutriBox,NB-MC-001,86,89
2023-12-30,IT,Retail,NutriBox,NB-MC-001,119,124
2023-12-31,IT,Retail,NutriBox,NB-MC-001,99,107
2024-01-01,IT,Retail,NutriBox,NB-MC-001,63,70
2024-01-02,IT,Retail,NutriBox,NB-MC-001,86,90
2024-01-03,IT,Retail,NutriBox,NB-MC-001,76,85
2024-01-04,IT,Retail,NutriBox,NB-MC-001,58,74
2024-01-05,IT,Retail,NutriBox,NB-MC-001,96,103
2024-01-06,IT,Retail,NutriBox,NB-MC-001,104,92
2024-01-07,IT,Retail,NutriBox,NB-MC-001,78,82
2024-01-08,IT,Retail,NutriBox,NB-MC-001,89,91
2024-01-09,IT,Retail,NutriBox,NB-MC-001,56,64
2024-01-10,IT,Retail,NutriBox,NB-MC-001,88,69
2024-01-11,IT,Retail,NutriBox,NB-MC-001,113,121
2024-01-12,IT,Retail,NutriBox,NB-MC-001,106,91
2024-01-13,IT,Retail,NutriBox,NB-MC-001,94,94
2024-01-14,IT,Retail,NutriBox,NB-MC-001,84,69
2024-01-15,IT,Retail,NutriBox,NB-MC-001,51,77
2024-01-16,IT,Retail,NutriBox,NB-MC-001,96,98
2024-01-17,IT,Retail,NutriBox,NB-MC-001,96,92
2024-01-18,IT,Retail,NutriBox,NB-MC-001,79,84
2024-01-19,IT,Retail,NutriBox,NB-MC-001,105,91
2024-01-20,IT,Retail,NutriBox,NB-MC-001,89,76
2024-01-21,IT,Retail,NutriBox,NB-MC-001,85,98
2024-01-22,IT,Retail,NutriBox,NB-MC-001,71,55
2024-01-23,IT,Retail,NutriBox,NB-MC-001,82,83
2024-01-24,IT,Retail,NutriBox,NB-MC-001,71,85
2024-01-25,IT,Retail,NutriBox,NB-MC-001,48,49
2024-01-26,IT,Retail,NutriBox,NB-MC-001,82,73
2024-01-27,IT,Retail,NutriBox,NB-MC-001,102,102
2024-01-28,IT,Retail,NutriBox,NB-MC-001,82,84
2024-01-29,IT,Retail,NutriBox,NB-MC-001,79,69
2024-01-30,IT,Retail,NutriBox,NB-MC-001,113,113
2024-01-31,IT,Retail,NutriBox,NB-MC-001,82,83
2024-02-01,IT,Retail,NutriBox,NB-MC-001,50,62
2024-02-02,IT,Retail,NutriBox,NB-MC-001,112,99
2024-02-03,IT,Retail,NutriBox,NB-MC-001,77,84
2024-02-04,IT,Retail,NutriBox,NB-MC-001,52,70
2024-02-05,IT,Retail,NutriBox,NB-MC-001,95,93
2024-02-06,IT,Retail,NutriBox,NB-MC-001,112,98
2024-02-07,IT,Retail,NutriBox,NB-MC-001,60,59
2024-02-08,IT,Retail,NutriBox,NB-MC-001,78,56
2024-02-09,IT,Retail,NutriBox,NB-MC-001,105,121
2024-02-10,IT,Retail,NutriBox,NB-MC-001,112,105
2024-02-11,IT,Retail,NutriBox,NB-MC-001,79,79
2024-02-12,IT,Retail,NutriBox,NB-MC-001,96,89
2024-02-13,IT,Retail,NutriBox,NB-MC-001,136,123
2024-02-14,IT,Retail,NutriBox,NB-MC-001,95,106
2024-02-15,IT,Retail,NutriBox,NB-MC-001,82,84
2024-02-16,IT,Retail,NutriBox,NB-MC-001,105,97
2024-02-17,IT,Retail,NutriBox,NB-MC-001,100,104
2024-02-18,IT,Retail,NutriBox,NB-MC-001,105,107
2024-02-19,IT,Retail,NutriBox,NB-MC-001,63,62
2024-02-20,IT,Retail,NutriBox,NB-MC-001,92,72
2024-02-21,IT,Retail,NutriBox,NB-MC-001,57,72
2024-02-22,IT,Retail,NutriBox,NB-MC-001,88,86
2024-02-23,IT,Retail,NutriBox,NB-MC-001,53,69
2024-02-24,IT,Retail,NutriBox,NB-MC-001,61,80
2024-02-25,IT,Retail,NutriBox,NB-MC-001,73,83
2024-02-26,IT,Retail,NutriBox,NB-MC-001,72,75
2024-02-27,IT,Retail,NutriBox,NB-MC-001,105,82
2024-02-28,IT,Retail,NutriBox,NB-MC-001,72,69
2024-02-29,IT,Retail,NutriBox,NB-MC-001,48,56
2024-03-01,IT,Retail,NutriBox,NB-MC-001,107,96
2024-03-02,IT,Retail,NutriBox,NB-MC-001,72,74
2024-03-03,IT,Retail,NutriBox,NB-MC-001,76,76
2024-03-04,IT,Retail,NutriBox,NB-MC-001,63,74
2024-03-05,IT,Retail,NutriBox,NB-MC-001,64,65
2024-03-06,IT,Retail,NutriBox,NB-MC-001,114,117
2024-03-07,IT,Retail,NutriBox,NB-MC-001,75,80
2024-03-08,IT,Retail,NutriBox,NB-MC-001,69,67
2024-03-09,IT,Retail,NutriBox,NB-MC-001,88,81
2024-03-10,IT,Retail,NutriBox,NB-MC-001,47,50
2024-03-11,IT,Retail,NutriBox,NB-MC-001,100,118
2024-03-12,IT,Retail,NutriBox,NB-MC-001,71,75
2024-03-13,IT,Retail,NutriBox,NB-MC-001,121,108
2024-03-14,IT,Retail,NutriBox,NB-MC-001,88,74
2024-03-15,IT,Retail,NutriBox,NB-MC-001,103,99
2024-03-16,IT,Retail,NutriBox,NB-MC-001,58,58
2024-03-17,IT,Retail,NutriBox,NB-MC-001,83,85
2024-03-18,IT,Retail,NutriBox,NB-MC-001,110,94
2024-03-19,IT,Retail,NutriBox,NB-MC-001,76,70
2024-03-20,IT,Retail,NutriBox,NB-MC-001,80,81
2024-03-21,IT,Retail,NutriBox,NB-MC-001,81,90
2024-03-22,IT,Retail,NutriBox,NB-MC-001,123,100
2024-03-23,IT,Retail,NutriBox,NB-MC-001,83,82
2024-03-24,IT,Retail,NutriBox,NB-MC-001,73,68
2024-03-25,IT,Retail,NutriBox,NB-MC-001,52,55
2024-03-26,IT,Retail,NutriBox,NB-MC-001,97,81
2024-03-27,IT,Retail,NutriBox,NB-MC-001,104,112
2024-03-28,IT,Retail,NutriBox,NB-MC-001,91,100
2024-03-29,IT,Retail,NutriBox,NB-MC-001,91,88
2024-03-30,IT,Retail,NutriBox,NB-MC-001,65,63
2024-03-31,IT,Retail,NutriBox,NB-MC-001,63,75
2024-04-01,IT,Retail,NutriBox,NB-MC-001,109,90
2024-04-02,IT,Retail,NutriBox,NB-MC-001,103,103
2024-04-03,IT,Retail,NutriBox,NB-MC-001,81,82
2024-04-04,IT,Retail,NutriBox,NB-MC-001,77,81
2024-04-05,IT,Retail,NutriBox,NB-MC-001,68,68
2024-04-06,IT,Retail,NutriBox,NB-MC-001,83,83
2024-04-07,IT,Retail,NutriBox,NB-MC-001,72,77
2024-04-08,IT,Retail,NutriBox,NB-MC-001,84,86
2024-04-09,IT,Retail,NutriBox,NB-MC-001,70,76
2024-04-10,IT,Retail,NutriBox,NB-MC-001,123,113
2024-04-11,IT,Retail,NutriBox,NB-MC-001,105,95
2024-04-12,IT,Retail,NutriBox,NB-MC-001,68,75
