Date,Country,Region,SKU,Stakeholder,Forecast_Units,Actual_Units,Consensus_Units,Forecast_Error
2023-06-01,USA,Central,VM_US_063,Sales,1868,2001,2005,-133
2023-06-01,USA,Central,VM_US_063,Marketing,1852,2001,2005,-149
2023-06-01,USA,Central,VM_US_063,Finance,2172,2001,2005,171
2023-06-01,USA,Central,VM_US_063,System,2130,2001,2005,129
2023-07-01,USA,Central,VM_US_063,Sales,1827,1888,1736,-61
2023-07-01,USA,Central,VM_US_063,Marketing,1933,1888,1736,45
2023-07-01,USA,Central,VM_US_063,Finance,1591,1888,1736,-297
2023-07-01,USA,Central,VM_US_063,System,1594,1888,1736,-294
2023-08-01,USA,Central,VM_US_063,Sales,1535,1883,1661,-348
2023-08-01,USA,Central,VM_US_063,Marketing,1832,1883,1661,-51
2023-08-01,USA,Central,VM_US_063,Finance,1743,1883,1661,-140
2023-08-01,USA,Central,VM_US_063,System,1535,1883,1661,-348
2023-09-01,USA,Central,VM_US_063,Sales,1978,1717,1802,261
2023-09-01,USA,Central,VM_US_063,Marketing,1727,1717,1802,10
2023-09-01,USA,Central,VM_US_063,Finance,1728,1717,1802,11
2023-09-01,USA,Central,VM_US_063,System,1778,1717,1802,61
2023-10-01,USA,Central,VM_US_063,Sales,1643,1828,1616,-185
2023-10-01,USA,Central,VM_US_063,Marketing,1782,1828,1616,-46
2023-10-01,USA,Central,VM_US_063,Finance,1495,1828,1616,-333
2023-10-01,USA,Central,VM_US_063,System,1546,1828,1616,-282
2023-11-01,USA,Central,VM_US_063,Sales,1807,1538,1771,269
2023-11-01,USA,Central,VM_US_063,Marketing,1743,1538,1771,205
2023-11-01,USA,Central,VM_US_063,Finance,1683,1538,1771,145
2023-11-01,USA,Central,VM_US_063,System,1852,1538,1771,314
2023-12-01,USA,Central,VM_US_063,Sales,1651,1808,1525,-157
2023-12-01,USA,Central,VM_US_063,Marketing,1498,1808,1525,-310
2023-12-01,USA,Central,VM_US_063,Finance,1542,1808,1525,-266
2023-12-01,USA,Central,VM_US_063,System,1409,1808,1525,-399
2024-01-01,USA,Central,VM_US_063,Sales,1533,1747,1687,-214
2024-01-01,USA,Central,VM_US_063,Marketing,1609,1747,1687,-138
2024-01-01,USA,Central,VM_US_063,Finance,1684,1747,1687,-63
2024-01-01,USA,Central,VM_US_063,System,1925,1747,1687,178
2024-02-01,USA,Central,VM_US_063,Sales,1699,1949,1765,-250
2024-02-01,USA,Central,VM_US_063,Marketing,1970,1949,1765,21
2024-02-01,USA,Central,VM_US_063,Finance,1297,1949,1765,-652
2024-02-01,USA,Central,VM_US_063,System,2096,1949,1765,147
2024-03-01,USA,Central,VM_US_063,Sales,1732,1888,1679,-156
2024-03-01,USA,Central,VM_US_063,Marketing,1527,1888,1679,-361
2024-03-01,USA,Central,VM_US_063,Finance,1621,1888,1679,-267
2024-03-01,USA,Central,VM_US_063,System,1836,1888,1679,-52
2024-04-01,USA,Central,VM_US_063,Sales,1848,1873,1670,-25
2024-04-01,USA,Central,VM_US_063,Marketing,1561,1873,1670,-312
2024-04-01,USA,Central,VM_US_063,Finance,1520,1873,1670,-353
2024-04-01,USA,Central,VM_US_063,System,1751,1873,1670,-122
2024-05-01,USA,Central,VM_US_063,Sales,1711,1908,1788,-197
2024-05-01,USA,Central,VM_US_063,Marketing,2015,1908,1788,107
2024-05-01,USA,Central,VM_US_063,Finance,1717,1908,1788,-191
2024-05-01,USA,Central,VM_US_063,System,1710,1908,1788,-198
2024-06-01,USA,Central,VM_US_063,Sales,1961,1883,1630,78
2024-06-01,USA,Central,VM_US_063,Marketing,1433,1883,1630,-450
2024-06-01,USA,Central,VM_US_063,Finance,1481,1883,1630,-402
2024-06-01,USA,Central,VM_US_063,System,1646,1883,1630,-237
2024-07-01,USA,Central,VM_US_063,Sales,1657,2521,1772,-864
2024-07-01,USA,Central,VM_US_063,Marketing,1685,2521,1772,-836
2024-07-01,USA,Central,VM_US_063,Finance,1837,2521,1772,-684
2024-07-01,USA,Central,VM_US_063,System,1911,2521,1772,-610
2024-08-01,USA,Central,VM_US_063,Sales,1950,1754,1729,196
2024-08-01,USA,Central,VM_US_063,Marketing,1465,1754,1729,-289
2024-08-01,USA,Central,VM_US_063,Finance,1553,1754,1729,-201
2024-08-01,USA,Central,VM_US_063,System,1949,1754,1729,195
2024-09-01,USA,Central,VM_US_063,Sales,1451,1713,1536,-262
2024-09-01,USA,Central,VM_US_063,Marketing,1439,1713,1536,-274
2024-09-01,USA,Central,VM_US_063,Finance,1544,1713,1536,-169
2024-09-01,USA,Central,VM_US_063,System,1711,1713,1536,-2
2024-10-01,USA,Central,VM_US_063,Sales,1643,1830,1754,-187
2024-10-01,USA,Central,VM_US_063,Marketing,1790,1830,1754,-40
2024-10-01,USA,Central,VM_US_063,Finance,1621,1830,1754,-209
2024-10-01,USA,Central,VM_US_063,System,1962,1830,1754,132
2024-11-01,USA,Central,VM_US_063,Sales,1630,2365,1742,-735
2024-11-01,USA,Central,VM_US_063,Marketing,1809,2365,1742,-556
2024-11-01,USA,Central,VM_US_063,Finance,1792,2365,1742,-573
2024-11-01,USA,Central,VM_US_063,System,1739,2365,1742,-626
2024-12-01,USA,Central,VM_US_063,Sales,1809,1878,1789,-69
2024-12-01,USA,Central,VM_US_063,Marketing,1614,1878,1789,-264
2024-12-01,USA,Central,VM_US_063,Finance,1981,1878,1789,103
2024-12-01,USA,Central,VM_US_063,System,1752,1878,1789,-126
2023-01-01,USA,Central,VM_US_064,Sales,1519,1937,1521,-418
2023-01-01,USA,Central,VM_US_064,Marketing,1308,1937,1521,-629
2023-01-01,USA,Central,VM_US_064,Finance,1642,1937,1521,-295
2023-01-01,USA,Central,VM_US_064,System,1616,1937,1521,-321
2023-02-01,USA,Central,VM_US_064,Sales,1402,1225,1500,177
2023-02-01,USA,Central,VM_US_064,Marketing,1590,1225,1500,365
2023-02-01,USA,Central,VM_US_064,Finance,1639,1225,1500,414
2023-02-01,USA,Central,VM_US_064,System,1370,1225,1500,145
2023-03-01,USA,Central,VM_US_064,Sales,1552,1086,1541,466
2023-03-01,USA,Central,VM_US_064,Marketing,1663,1086,1541,577
2023-03-01,USA,Central,VM_US_064,Finance,1497,1086,1541,411
2023-03-01,USA,Central,VM_US_064,System,1452,1086,1541,366
2023-04-01,USA,Central,VM_US_064,Sales,1143,1866,1449,-723
2023-04-01,USA,Central,VM_US_064,Marketing,1638,1866,1449,-228
2023-04-01,USA,Central,VM_US_064,Finance,1649,1866,1449,-217
2023-04-01,USA,Central,VM_US_064,System,1368,1866,1449,-498
2023-05-01,USA,Central,VM_US_064,Sales,1645,984,1595,661
2023-05-01,USA,Central,VM_US_064,Marketing,1566,984,1595,582
2023-05-01,USA,Central,VM_US_064,Finance,1765,984,1595,781
2023-05-01,USA,Central,VM_US_064,System,1405,984,1595,421
2023-06-01,USA,Central,VM_US_064,Sales,1204,1547,1393,-343
2023-06-01,USA,Central,VM_US_064,Marketing,1638,1547,1393,91
2023-06-01,USA,Central,VM_US_064,Finance,1230,1547,1393,-317
2023-06-01,USA,Central,VM_US_064,System,1501,1547,1393,-46
2023-07-01,USA,Central,VM_US_064,Sales,1569,1272,1501,297
2023-07-01,USA,Central,VM_US_064,Marketing,1473,1272,1501,201
2023-07-01,USA,Central,VM_US_064,Finance,1466,1272,1501,194
2023-07-01,USA,Central,VM_US_064,System,1496,1272,1501,224
2023-08-01,USA,Central,VM_US_064,Sales,1762,1515,1534,247
2023-08-01,USA,Central,VM_US_064,Marketing,1593,1515,1534,78
2023-08-01,USA,Central,VM_US_064,Finance,1384,1515,1534,-131
2023-08-01,USA,Central,VM_US_064,System,1398,1515,1534,-117
2023-09-01,USA,Central,VM_US_064,Sales,1314,1737,1378,-423
2023-09-01,USA,Central,VM_US_064,Marketing,1510,1737,1378,-227
2023-09-01,USA,Central,VM_US_064,Finance,1202,1737,1378,-535
2023-09-01,USA,Central,VM_US_064,System,1486,1737,1378,-251
2023-10-01,USA,Central,VM_US_064,Sales,1390,1258,1481,132
2023-10-01,USA,Central,VM_US_064,Marketing,1542,1258,1481,284
2023-10-01,USA,Central,VM_US_064,Finance,1617,1258,1481,359
2023-10-01,USA,Central,VM_US_064,System,1378,1258,1481,120
2023-11-01,USA,Central,VM_US_064,Sales,1293,1761,1513,-468
2023-11-01,USA,Central,VM_US_064,Marketing,1649,1761,1513,-112
2023-11-01,USA,Central,VM_US_064,Finance,1432,1761,1513,-329
2023-11-01,USA,Central,VM_US_064,System,1680,1761,1513,-81
2023-12-01,USA,Central,VM_US_064,Sales,1382,1413,1499,-31
2023-12-01,USA,Central,VM_US_064,Marketing,1618,1413,1499,205
2023-12-01,USA,Central,VM_US_064,Finance,1587,1413,1499,174
2023-12-01,USA,Central,VM_US_064,System,1410,1413,1499,-3
2024-01-01,USA,Central,VM_US_064,Sales,1484,1630,1460,-146
2024-01-01,USA,Central,VM_US_064,Marketing,1534,1630,1460,-96
2024-01-01,USA,Central,VM_US_064,Finance,1569,1630,1460,-61
2024-01-01,USA,Central,VM_US_064,System,1253,1630,1460,-377
2024-02-01,USA,Central,VM_US_064,Sales,1243,1508,1433,-265
2024-02-01,USA,Central,VM_US_064,Marketing,1318,1508,1433,-190
2024-02-01,USA,Central,VM_US_064,Finance,1488,1508,1433,-20
2024-02-01,USA,Central,VM_US_064,System,1684,1508,1433,176
2024-03-01,USA,Central,VM_US_064,Sales,1443,1455,1438,-12
2024-03-01,USA,Central,VM_US_064,Marketing,1426,1455,1438,-29
2024-03-01,USA,Central,VM_US_064,Finance,1578,1455,1438,123
2024-03-01,USA,Central,VM_US_064,System,1305,1455,1438,-150
2024-04-01,USA,Central,VM_US_064,Sales,1752,1190,1526,562
2024-04-01,USA,Central,VM_US_064,Marketing,1582,1190,1526,392
2024-04-01,USA,Central,VM_US_064,Finance,1381,1190,1526,191
2024-04-01,USA,Central,VM_US_064,System,1391,1190,1526,201
2024-05-01,USA,Central,VM_US_064,Sales,1271,1382,1496,-111
2024-05-01,USA,Central,VM_US_064,Marketing,1451,1382,1496,69
2024-05-01,USA,Central,VM_US_064,Finance,1512,1382,1496,130
2024-05-01,USA,Central,VM_US_064,System,1753,1382,1496,371
2024-06-01,USA,Central,VM_US_064,Sales,1642,1531,1506,111
2024-06-01,USA,Central,VM_US_064,Marketing,1455,1531,1506,-76
2024-06-01,USA,Central,VM_US_064,Finance,1424,1531,1506,-107
2024-06-01,USA,Central,VM_US_064,System,1506,1531,1506,-25
2024-07-01,USA,Central,VM_US_064,Sales,1399,1701,1498,-302
2024-07-01,USA,Central,VM_US_064,Marketing,1548,1701,1498,-153
2024-07-01,USA,Central,VM_US_064,Finance,1543,1701,1498,-158
2024-07-01,USA,Central,VM_US_064,System,1503,1701,1498,-198
2024-08-01,USA,Central,VM_US_064,Sales,1515,1703,1404,-188
2024-08-01,USA,Central,VM_US_064,Marketing,1482,1703,1404,-221
2024-08-01,USA,Central,VM_US_064,Finance,1498,1703,1404,-205
2024-08-01,USA,Central,VM_US_064,System,1124,1703,1404,-579
2024-09-01,USA,Central,VM_US_064,Sales,1315,1472,1469,-157
2024-09-01,USA,Central,VM_US_064,Marketing,1470,1472,1469,-2
2024-09-01,USA,Central,VM_US_064,Finance,1503,1472,1469,31
2024-09-01,USA,Central,VM_US_064,System,1590,1472,1469,118
2024-10-01,USA,Central,VM_US_064,Sales,1751,1963,1575,-212
2024-10-01,USA,Central,VM_US_064,Marketing,1506,1963,1575,-457
2024-10-01,USA,Central,VM_US_064,Finance,1609,1963,1575,-354
2024-10-01,USA,Central,VM_US_064,System,1435,1963,1575,-528
2024-11-01,USA,Central,VM_US_064,Sales,1546,1551,1375,-5
2024-11-01,USA,Central,VM_US_064,Marketing,1330,1551,1375,-221
2024-11-01,USA,Central,VM_US_064,Finance,1424,1551,1375,-127
2024-11-01,USA,Central,VM_US_064,System,1200,1551,1375,-351
2024-12-01,USA,Central,VM_US_064,Sales,1501,1468,1453,33
2024-12-01,USA,Central,VM_US_064,Marketing,1494,1468,1453,26
2024-12-01,USA,Central,VM_US_064,Finance,1326,1468,1453,-142
2024-12-01,USA,Central,VM_US_064,System,1493,1468,1453,25
2023-01-01,USA,Central,VM_US_065,Sales,1230,1370,1223,-140
2023-01-01,USA,Central,VM_US_065,Marketing,1326,1370,1223,-44
2023-01-01,USA,Central,VM_US_065,Finance,1276,1370,1223,-94
2023-01-01,USA,Central,VM_US_065,System,1062,1370,1223,-308
2023-02-01,USA,Central,VM_US_065,Sales,1279,1530,1244,-251
2023-02-01,USA,Central,VM_US_065,Marketing,1224,1530,1244,-306
2023-02-01,USA,Central,VM_US_065,Finance,1370,1530,1244,-160
2023-02-01,USA,Central,VM_US_065,System,1103,1530,1244,-427
2023-03-01,USA,Central,VM_US_065,Sales,1366,978,1388,388
2023-03-01,USA,Central,VM_US_065,Marketing,1457,978,1388,479
2023-03-01,USA,Central,VM_US_065,Finance,1325,978,1388,347
2023-03-01,USA,Central,VM_US_065,System,1404,978,1388,426
2023-04-01,USA,Central,VM_US_065,Sales,1225,1037,1299,188
2023-04-01,USA,Central,VM_US_065,Marketing,1179,1037,1299,142
2023-04-01,USA,Central,VM_US_065,Finance,1438,1037,1299,401
2023-04-01,USA,Central,VM_US_065,System,1356,1037,1299,319
2023-05-01,USA,Central,VM_US_065,Sales,1186,1479,1265,-293
2023-05-01,USA,Central,VM_US_065,Marketing,1107,1479,1265,-372
2023-05-01,USA,Central,VM_US_065,Finance,1485,1479,1265,6
2023-05-01,USA,Central,VM_US_065,System,1285,1479,1265,-194
2023-06-01,USA,Central,VM_US_065,Sales,1271,1485,1402,-214
2023-06-01,USA,Central,VM_US_065,Marketing,1619,1485,1402,134
2023-06-01,USA,Central,VM_US_065,Finance,1462,1485,1402,-23
2023-06-01,USA,Central,VM_US_065,System,1256,1485,1402,-229
2023-07-01,USA,Central,VM_US_065,Sales,1284,1284,1197,0
2023-07-01,USA,Central,VM_US_065,Marketing,1106,1284,1197,-178
2023-07-01,USA,Central,VM_US_065,Finance,1206,1284,1197,-78
2023-07-01,USA,Central,VM_US_065,System,1195,1284,1197,-89
2023-08-01,USA,Central,VM_US_065,Sales,1155,1325,1232,-170
2023-08-01,USA,Central,VM_US_065,Marketing,1257,1325,1232,-68
2023-08-01,USA,Central,VM_US_065,Finance,1224,1325,1232,-101
2023-08-01,USA,Central,VM_US_065,System,1292,1325,1232,-33
2023-09-01,USA,Central,VM_US_065,Sales,1449,1563,1258,-114
2023-09-01,USA,Central,VM_US_065,Marketing,1079,1563,1258,-484
2023-09-01,USA,Central,VM_US_065,Finance,1273,1563,1258,-290
2023-09-01,USA,Central,VM_US_065,System,1234,1563,1258,-329
2023-10-01,USA,Central,VM_US_065,Sales,1611,1156,1392,455
2023-10-01,USA,Central,VM_US_065,Marketing,1200,1156,1392,44
2023-10-01,USA,Central,VM_US_065,Finance,1210,1156,1392,54
2023-10-01,USA,Central,VM_US_065,System,1550,1156,1392,394
2023-11-01,USA,Central,VM_US_065,Sales,1212,1467,1276,-255
2023-11-01,USA,Central,VM_US_065,Marketing,1397,1467,1276,-70
2023-11-01,USA,Central,VM_US_065,Finance,1244,1467,1276,-223
2023-11-01,USA,Central,VM_US_065,System,1254,1467,1276,-213
2023-12-01,USA,Central,VM_US_065,Sales,906,1126,1105,-220
2023-12-01,USA,Central,VM_US_065,Marketing,1061,1126,1105,-65
2023-12-01,USA,Central,VM_US_065,Finance,1111,1126,1105,-15
2023-12-01,USA,Central,VM_US_065,System,1345,1126,1105,219
2024-01-01,USA,Central,VM_US_065,Sales,1447,1310,1409,137
2024-01-01,USA,Central,VM_US_065,Marketing,1096,1310,1409,-214
2024-01-01,USA,Central,VM_US_065,Finance,1555,1310,1409,245
2024-01-01,USA,Central,VM_US_065,System,1541,1310,1409,231
2024-02-01,USA,Central,VM_US_065,Sales,1175,1287,1309,-112
2024-02-01,USA,Central,VM_US_065,Marketing,1183,1287,1309,-104
2024-02-01,USA,Central,VM_US_065,Finance,1311,1287,1309,24
2024-02-01,USA,Central,VM_US_065,System,1570,1287,1309,283
2024-03-01,USA,Central,VM_US_065,Sales,1037,1262,1333,-225
2024-03-01,USA,Central,VM_US_065,Marketing,1572,1262,1333,310
2024-03-01,USA,Central,VM_US_065,Finance,1219,1262,1333,-43
2024-03-01,USA,Central,VM_US_065,System,1504,1262,1333,242
2024-04-01,USA,Central,VM_US_065,Sales,1258,1401,1272,-143
2024-04-01,USA,Central,VM_US_065,Marketing,1429,1401,1272,28
2024-04-01,USA,Central,VM_US_065,Finance,1168,1401,1272,-233
2024-04-01,USA,Central,VM_US_065,System,1236,1401,1272,-165
2024-05-01,USA,Central,VM_US_065,Sales,1250,1179,1255,71
2024-05-01,USA,Central,VM_US_065,Marketing,1365,1179,1255,186
2024-05-01,USA,Central,VM_US_065,Finance,1364,1179,1255,185
2024-05-01,USA,Central,VM_US_065,System,1041,1179,1255,-138
2024-06-01,USA,Central,VM_US_065,Sales,1225,1178,1262,47
2024-06-01,USA,Central,VM_US_065,Marketing,1371,1178,1262,193
2024-06-01,USA,Central,VM_US_065,Finance,1065,1178,1262,-113
2024-06-01,USA,Central,VM_US_065,System,1389,1178,1262,211
2024-07-01,USA,Central,VM_US_065,Sales,1319,1064,1295,255
2024-07-01,USA,Central,VM_US_065,Marketing,1452,1064,1295,388
2024-07-01,USA,Central,VM_US_065,Finance,1092,1064,1295,28
2024-07-01,USA,Central,VM_US_065,System,1318,1064,1295,254
2024-08-01,USA,Central,VM_US_065,Sales,1130,1245,1137,-115
2024-08-01,USA,Central,VM_US_065,Marketing,1092,1245,1137,-153
2024-08-01,USA,Central,VM_US_065,Finance,1172,1245,1137,-73
2024-08-01,USA,Central,VM_US_065,System,1156,1245,1137,-89
2024-09-01,USA,Central,VM_US_065,Sales,1215,1241,1252,-26
2024-09-01,USA,Central,VM_US_065,Marketing,1346,1241,1252,105
2024-09-01,USA,Central,VM_US_065,Finance,1405,1241,1252,164
2024-09-01,USA,Central,VM_US_065,System,1045,1241,1252,-196
2024-10-01,USA,Central,VM_US_065,Sales,1134,1232,1078,-98
2024-10-01,USA,Central,VM_US_065,Marketing,1114,1232,1078,-118
2024-10-01,USA,Central,VM_US_065,Finance,1039,1232,1078,-193
2024-10-01,USA,Central,VM_US_065,System,1028,1232,1078,-204
2024-11-01,USA,Central,VM_US_065,Sales,1341,1181,1225,160
2024-11-01,USA,Central,VM_US_065,Marketing,1340,1181,1225,159
2024-11-01,USA,Central,VM_US_065,Finance,1119,1181,1225,-62
2024-11-01,USA,Central,VM_US_065,System,1103,1181,1225,-78
2024-12-01,USA,Central,VM_US_065,Sales,1214,1326,1184,-112
2024-12-01,USA,Central,VM_US_065,Marketing,1417,1326,1184,91
2024-12-01,USA,Central,VM_US_065,Finance,1110,1326,1184,-216
2024-12-01,USA,Central,VM_US_065,System,995,1326,1184,-331
2023-01-01,USA,Central,VM_US_066,Sales,2501,2329,2183,172
2023-01-01,USA,Central,VM_US_066,Marketing,2153,2329,2183,-176
2023-01-01,USA,Central,VM_US_066,Finance,1609,2329,2183,-720
2023-01-01,USA,Central,VM_US_066,System,2469,2329,2183,140
2023-02-01,USA,Central,VM_US_066,Sales,1915,2525,2328,-610
2023-02-01,USA,Central,VM_US_066,Marketing,2416,2525,2328,-109
2023-02-01,USA,Central,VM_US_066,Finance,2412,2525,2328,-113
2023-02-01,USA,Central,VM_US_066,System,2570,2525,2328,45
2023-03-01,USA,Central,VM_US_066,Sales,1860,2239,2097,-379
2023-03-01,USA,Central,VM_US_066,Marketing,2143,2239,2097,-96
2023-03-01,USA,Central,VM_US_066,Finance,2142,2239,2097,-97
2023-03-01,USA,Central,VM_US_066,System,2243,2239,2097,4
2023-04-01,USA,Central,VM_US_066,Sales,2211,2317,2236,-106
2023-04-01,USA,Central,VM_US_066,Marketing,2384,2317,2236,67
2023-04-01,USA,Central,VM_US_066,Finance,1976,2317,2236,-341
2023-04-01,USA,Central,VM_US_066,System,2374,2317,2236,57
2023-05-01,USA,Central,VM_US_066,Sales,2220,2016,2180,204
2023-05-01,USA,Central,VM_US_066,Marketing,1776,2016,2180,-240
2023-05-01,USA,Central,VM_US_066,Finance,2533,2016,2180,517
2023-05-01,USA,Central,VM_US_066,System,2192,2016,2180,176
2023-06-01,USA,Central,VM_US_066,Sales,2051,2391,2126,-340
2023-06-01,USA,Central,VM_US_066,Marketing,2123,2391,2126,-268
2023-06-01,USA,Central,VM_US_066,Finance,2012,2391,2126,-379
2023-06-01,USA,Central,VM_US_066,System,2319,2391,2126,-72
2023-07-01,USA,Central,VM_US_066,Sales,2002,2472,2213,-470
2023-07-01,USA,Central,VM_US_066,Marketing,2314,2472,2213,-158
2023-07-01,USA,Central,VM_US_066,Finance,2209,2472,2213,-263
2023-07-01,USA,Central,VM_US_066,System,2329,2472,2213,-143
2023-08-01,USA,Central,VM_US_066,Sales,2403,1969,2438,434
2023-08-01,USA,Central,VM_US_066,Marketing,2199,1969,2438,230
2023-08-01,USA,Central,VM_US_066,Finance,2238,1969,2438,269
2023-08-01,USA,Central,VM_US_066,System,2915,1969,2438,946
2023-09-01,USA,Central,VM_US_066,Sales,2423,1674,2425,749
2023-09-01,USA,Central,VM_US_066,Marketing,2394,1674,2425,720
2023-09-01,USA,Central,VM_US_066,Finance,2448,1674,2425,774
2023-09-01,USA,Central,VM_US_066,System,2435,1674,2425,761
2023-10-01,USA,Central,VM_US_066,Sales,2387,2341,2462,46
2023-10-01,USA,Central,VM_US_066,Marketing,3009,2341,2462,668
2023-10-01,USA,Central,VM_US_066,Finance,2228,2341,2462,-113
2023-10-01,USA,Central,VM_US_066,System,2226,2341,2462,-115
2023-11-01,USA,Central,VM_US_066,Sales,2050,1911,2252,139
2023-11-01,USA,Central,VM_US_066,Marketing,2337,1911,2252,426
2023-11-01,USA,Central,VM_US_066,Finance,2376,1911,2252,465
2023-11-01,USA,Central,VM_US_066,System,2245,1911,2252,334
2023-12-01,USA,Central,VM_US_066,Sales,2166,2498,2474,-332
2023-12-01,USA,Central,VM_US_066,Marketing,2954,2498,2474,456
2023-12-01,USA,Central,VM_US_066,Finance,2317,2498,2474,-181
2023-12-01,USA,Central,VM_US_066,System,2460,2498,2474,-38
2024-01-01,USA,Central,VM_US_066,Sales,2111,2331,2003,-220
2024-01-01,USA,Central,VM_US_066,Marketing,2137,2331,2003,-194
2024-01-01,USA,Central,VM_US_066,Finance,1962,2331,2003,-369
2024-01-01,USA,Central,VM_US_066,System,1805,2331,2003,-526
2024-02-01,USA,Central,VM_US_066,Sales,2109,2600,2414,-491
2024-02-01,USA,Central,VM_US_066,Marketing,2258,2600,2414,-342
2024-02-01,USA,Central,VM_US_066,Finance,2694,2600,2414,94
2024-02-01,USA,Central,VM_US_066,System,2595,2600,2414,-5
2024-03-01,USA,Central,VM_US_066,Sales,2218,2327,2413,-109
2024-03-01,USA,Central,VM_US_066,Marketing,2234,2327,2413,-93
2024-03-01,USA,Central,VM_US_066,Finance,2877,2327,2413,550
2024-03-01,USA,Central,VM_US_066,System,2323,2327,2413,-4
2024-04-01,USA,Central,VM_US_066,Sales,1920,3297,2343,-1377
2024-04-01,USA,Central,VM_US_066,Marketing,2288,3297,2343,-1009
2024-04-01,USA,Central,VM_US_066,Finance,2594,3297,2343,-703
2024-04-01,USA,Central,VM_US_066,System,2570,3297,2343,-727
2024-05-01,USA,Central,VM_US_066,Sales,2109,2491,2203,-382
2024-05-01,USA,Central,VM_US_066,Marketing,1917,2491,2203,-574
2024-05-01,USA,Central,VM_US_066,Finance,2227,2491,2203,-264
2024-05-01,USA,Central,VM_US_066,System,2560,2491,2203,69
2024-06-01,USA,Central,VM_US_066,Sales,2306,2856,2306,-550
2024-06-01,USA,Central,VM_US_066,Marketing,2249,2856,2306,-607
2024-06-01,USA,Central,VM_US_066,Finance,2333,2856,2306,-523
2024-06-01,USA,Central,VM_US_066,System,2336,2856,2306,-520
2024-07-01,USA,Central,VM_US_066,Sales,2175,2681,2230,-506
2024-07-01,USA,Central,VM_US_066,Marketing,2243,2681,2230,-438
2024-07-01,USA,Central,VM_US_066,Finance,2402,2681,2230,-279
2024-07-01,USA,Central,VM_US_066,System,2103,2681,2230,-578
2024-08-01,USA,Central,VM_US_066,Sales,2659,1962,2477,697
2024-08-01,USA,Central,VM_US_066,Marketing,2269,1962,2477,307
2024-08-01,USA,Central,VM_US_066,Finance,2519,1962,2477,557
2024-08-01,USA,Central,VM_US_066,System,2464,1962,2477,502
2024-09-01,USA,Central,VM_US_066,Sales,2097,1806,2235,291
2024-09-01,USA,Central,VM_US_066,Marketing,2293,1806,2235,487
2024-09-01,USA,Central,VM_US_066,Finance,2210,1806,2235,404
2024-09-01,USA,Central,VM_US_066,System,2342,1806,2235,536
2024-10-01,USA,Central,VM_US_066,Sales,2490,2339,2232,151
2024-10-01,USA,Central,VM_US_066,Marketing,2264,2339,2232,-75
2024-10-01,USA,Central,VM_US_066,Finance,2294,2339,2232,-45
2024-10-01,USA,Central,VM_US_066,System,1883,2339,2232,-456
2024-11-01,USA,Central,VM_US_066,Sales,2125,2070,2223,55
2024-11-01,USA,Central,VM_US_066,Marketing,2154,2070,2223,84
2024-11-01,USA,Central,VM_US_066,Finance,2174,2070,2223,104
2024-11-01,USA,Central,VM_US_066,System,2439,2070,2223,369
2024-12-01,USA,Central,VM_US_066,Sales,1907,2880,2019,-973
2024-12-01,USA,Central,VM_US_066,Marketing,2221,2880,2019,-659
2024-12-01,USA,Central,VM_US_066,Finance,2039,2880,2019,-841
2024-12-01,USA,Central,VM_US_066,System,1910,2880,2019,-970
2023-01-01,USA,Central,VM_US_067,Sales,1627,1163,1668,464
2023-01-01,USA,Central,VM_US_067,Marketing,1885,1163,1668,722
2023-01-01,USA,Central,VM_US_067,Finance,1453,1163,1668,290
2023-01-01,USA,Central,VM_US_067,System,1708,1163,1668,545
2023-02-01,USA,Central,VM_US_067,Sales,1779,1821,1770,-42
2023-02-01,USA,Central,VM_US_067,Marketing,1764,1821,1770,-57
2023-02-01,USA,Central,VM_US_067,Finance,1811,1821,1770,-10
2023-02-01,USA,Central,VM_US_067,System,1726,1821,1770,-95
2023-03-01,USA,Central,VM_US_067,Sales,1792,1319,1725,473
2023-03-01,USA,Central,VM_US_067,Marketing,1747,1319,1725,428
2023-03-01,USA,Central,VM_US_067,Finance,1395,1319,1725,76
2023-03-01,USA,Central,VM_US_067,System,1969,1319,1725,650
2023-04-01,USA,Central,VM_US_067,Sales,1410,1825,1521,-415
2023-04-01,USA,Central,VM_US_067,Marketing,1524,1825,1521,-301
2023-04-01,USA,Central,VM_US_067,Finance,1575,1825,1521,-250
2023-04-01,USA,Central,VM_US_067,System,1575,1825,1521,-250
2023-05-01,USA,Central,VM_US_067,Sales,1491,1764,1781,-273
2023-05-01,USA,Central,VM_US_067,Marketing,1918,1764,1781,154
2023-05-01,USA,Central,VM_US_067,Finance,1902,1764,1781,138
2023-05-01,USA,Central,VM_US_067,System,1815,1764,1781,51
2023-06-01,USA,Central,VM_US_067,Sales,1880,1701,1747,179
2023-06-01,USA,Central,VM_US_067,Marketing,1634,1701,1747,-67
2023-06-01,USA,Central,VM_US_067,Finance,1543,1701,1747,-158
2023-06-01,USA,Central,VM_US_067,System,1931,1701,1747,230
2023-07-01,USA,Central,VM_US_067,Sales,1551,1770,1699,-219
2023-07-01,USA,Central,VM_US_067,Marketing,1605,1770,1699,-165
2023-07-01,USA,Central,VM_US_067,Finance,1540,1770,1699,-230
2023-07-01,USA,Central,VM_US_067,System,2100,1770,1699,330
2023-08-01,USA,Central,VM_US_067,Sales,1721,1691,1728,30
2023-08-01,USA,Central,VM_US_067,Marketing,1836,1691,1728,145
